,booktitle,id,page,page.location,type,book.id,book.page,book.type,anchor.text,interventions,Key,Item.Type,PublicationYear,Author,Publication.Title,Url,Abstract.Note,Date,Date.Added,Date.Modified,Short.Title,Publisher,Place,Language,Archive,Archive.Location,Manual.Tags
739,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",https://derridas-margins.princeton.edu/references/de-la-grammatologie/168e/,168,e,Footnote,https://derridas-margins.princeton.edu/titles/43/,242,Book,"Dans la *Conf’©rence de Gen’åve*, L’©vi-Strauss croit pouvoir opposer simplement Rousseau aux philosophes qui prennent leur ÎâÎ¾point de d’©part dans le cogitoÎ¾Î (p. 242).",,5JJFGFIC,book,1962,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/43/,4 references,1962,8/10/18 19:17,8/10/18 19:17,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",Baconni’åre,Neuch’¢tel,fr,,,
740,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",https://derridas-margins.princeton.edu/references/de-la-grammatologie/164a/,164,a,Quotation,https://derridas-margins.princeton.edu/titles/43/,245,Book,"Îâ La r’©volution rousseauiste, pr’©formant et amor’_ant la r’©volution ethnographique, consiste ’¾ refuser des identifications oblig’©es, que ce soit celle d'une culture ’¾ cette culture, ou celle d'un individu, membre d'une culture, ’¾ un personnage ou ’¾ une fonction sociale, que cette m’éme culture cherche ’¾ lui imposer. Dans les deux cas, la culture, ou l'individu, revendiquent le droit ’¾ une identification libre, qui ne peut se r’©aliser qu'*au-del’¾* de l'homme : avec tout ce qui vit, et donc souffre ; et aussi *en de’_a* [sic] de la fonction ou du personnage ; avec un ’étre, non d’©j’¾ fa’_onn’©, mais donn’©. Alors, le moi et l'autre, affranchis d'un antagonisme que la philosophie seule cherchait ’¾ exciter, recouvrent leur unit’©. Une alliance originelle, enfin renouvel’©e, leur permet de fonder ensemble le *nous* contre le *lui*, c'est-’¾-dire contre une soci’©t’© ennemie de l'homme, et que l'homme se sent d'autant mieux pr’ét ’¾ r’©cuser que Rousseau, par son exemple, lui enseigne comment ’©luder les insupportables contradictions de la vie civilis’©e. Car, s'il est vrai que la nature a expuls’© l'homme, et que la soci’©t’© persiste ’¾ l'opprimer, l'homme peut au moins inverser ’¾ son avantage les p’‚les du dilemme, *et rechercher la soci’©t’© de la nature pour y m’©diter sur la nature et la soci’©t’©*. Voil’¾, me semble-t-il, l'indissoluble message du *Contrat social*, des *Lettres sur la Botanique*, et des *R’éveries*.Î",,5JJFGFIC,book,1962,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/43/,4 references,1962,8/10/18 19:17,8/10/18 19:17,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",Baconni’åre,Neuch’¢tel,fr,,,
741,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",https://derridas-margins.princeton.edu/references/de-la-grammatologie/151a/,151,a,Quotation,https://derridas-margins.princeton.edu/titles/43/,240,Book,"Rousseau ne s'est pas born’© ’¾ pr’©voir l'ethnologieÎ¾: il l'a fond’©e. D'abord de fa’_on pratique en ’©crivant ce *Discours sur l'origine et les fondements de l'in’©galit’© parmi les hommes* qui pose le probl’åme des rapports entre la nature et la culture, et o’_ l'on peut voir le premier trait’© d'ethnologie g’©n’©raleÎ¾; et ensuite sur le plan th’©orique, en distinguant avec une clart’© et une concision admirables, l'objet propre de l'ethnologue de celui du moraliste et de l'historienÎ¾:",,5JJFGFIC,book,1962,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/43/,4 references,1962,8/10/18 19:17,8/10/18 19:17,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",Baconni’åre,Neuch’¢tel,fr,,,
742,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",https://derridas-margins.princeton.edu/references/de-la-grammatologie/163b/,163,b,Quotation,https://derridas-margins.princeton.edu/titles/43/,245,Book,"Îâ En v’©rit’©, je ne suis pas ""moi"", mais le plus faible, le plus humble des ""autrui"". Telle est la d’©couverte des *Confessions*. LŠ—Èethnologue ’©crit-il autre chose que des confessionsÎ¾? En son nom d'abord, comme je l'ai montr’©, puisque c'est le mobile de sa vocation et de son –uvreÎ¾; et dans cette –uvre m’éme, au nom de sa soci’©t’©, qui, par l'office de l'ethnologue, son ’©missaire, se choisit d'autres soci’©t’©s, d'autres civilisations, et pr’©cis’©ment les plus faibles et les plus humblesÎ¾; mais pour v’©rifier ’¾ quel point elle est elle-m’éme ""inacceptable""Š—_Î¾Î (p. 245).",,5JJFGFIC,book,1962,"L’©vi-Strauss, Claude",,https://derridas-margins.princeton.edu/titles/43/,4 references,1962,8/10/18 19:17,8/10/18 19:17,"Jean-Jacques Rousseau, fondateur des sciences de l'homme",Baconni’åre,Neuch’¢tel,fr,,,
743,Jean-Jacques Rousseau: Moralist,https://derridas-margins.princeton.edu/references/de-la-grammatologie/236b/,236,b,Footnote,https://derridas-margins.princeton.edu/titles/52/,66,Book,"Vaughan consid’åre ainsi, pour des raisons externes, que *l'Essai* a ’©t’© projet’© avant le second *Discours* et m’éme avant le premier *Discours* (1750).",,ICWFFGS9,book,1934,"Hendel, Charles William",,https://derridas-margins.princeton.edu/titles/52/,1 reference,1934,8/10/18 19:17,8/10/18 19:17,Jean-Jacques Rousseau: Moralist,,,en,,,
744,Journal,https://derridas-margins.princeton.edu/references/de-la-grammatologie/367a/,367,a,Quotation,https://derridas-margins.princeton.edu/titles/198/,410,Book,"ÎâÎ¾D'une lettreÎ¾: ÎâÎ¾C'est ’¾ ce feu que je me chauffe pendant ce triste hiver.Î¾Î Les m’©taphores sont l'une des choses qui me font d’©sesp’©rer de l'’©critureÎ¾Î (*Schreiben*). L'’©criture manque d'ind’©pendance, elle d’©pend de la bonne qui fait du feu, du chat qui se chauffe pr’ås du po’éle, m’éme de ce pauvre bonhomme qui se r’©chauffe. Tout cela r’©pond ’¾ des fonctions autonomes ayant leurs lois propres, seule l'’©criture ne puise en elle-m’éme aucun secours, ne loge pas en elle-m’éme, est ’¾ la fois jeu et d’©sespoir.Î¾Î (Kafka, *Journal*, 6 d’©cembre 1921.)",,XHRKK6EN,bookSection,1964,"Kafka, Franz",Oeuvres compl’åtes de Franz Kafka,https://derridas-margins.princeton.edu/titles/198/,1 reference,1964,8/10/18 19:18,8/10/18 19:18,"Tageb’_cher von Kafka, 1910-1923",Cercle du livre pr’©cieux,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13697,translation; annotated; extant; has insertions
745,Karl Japsers et la philosophie de l'existence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/28a/,28,a,Quotation,https://derridas-margins.princeton.edu/titles/73/,,Book,"ÎâÎ¾Le monde est le manuscrit d'un autre, inaccessible ’¾ une lecture universelle et que seule l'existence d’©chiffre.Î¾Î",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,"L'Asie Mineure. Les Hittites, peuple ’¾ double ’©criture",https://derridas-margins.princeton.edu/references/de-la-grammatologie/136s/,136,s,Footnote,https://derridas-margins.princeton.edu/titles/238/,105-111,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,"L'Asie Mineure. Les Hittites, peuple ’¾ double ’©criture",https://derridas-margins.princeton.edu/references/de-la-grammatologie/136t/,136,t,Footnote,https://derridas-margins.princeton.edu/titles/238/,113,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,L'’_criture chinoise consid’©r’©e comme art po’©tique,https://derridas-margins.princeton.edu/references/de-la-grammatologie/134a/,134,a,Footnote,https://derridas-margins.princeton.edu/titles/170/,135,Journal Article,"Questionnant tout ’¾ tour les structures logico-grammaticales de l'Occident (et d'abord la liste des cat’©gories d'Aristote), montrant qu'aucune description correcte de l'’©criture chinoise ne peut les tol’©rer, Fenollosa rappelait que la po’©sie chinoise ’©tait essentiellement une ’©criture. Il notait par exempleÎ¾: ÎâÎ¾Si nous d’©sirons entreprendre l'’©tude pr’©cise de la po’©sie chinoise, il nous faudraŠ—_ nous garer de la grammaire occidentale, de ses strictes cat’©gories de langage, de sa complaisance envers les noms et les adjectifs. Il nous faudra chercher, ou du moins avoir toujours ’¾ l'esprit, les r’©sonances du verbe dans chaque nom. Nous ’©viterons le ""est"" pour introduire un tr’©sor de verbes d’©daign’©s. La plupart des traductions transgressent toutes ces r’ågles. Le d’©veloppement de la phrase transitive normale s'appuie sur le fait que dans la nature une action en d’©termine une autreÎ¾; ainsi la cause et l'objet sont en r’©alit’© des verbes. Par exemple, notre phrase ""la lecture d’©termine l'’©criture"" serait explicitement exprim’©e en chinois par trois verbes. Une telle forme est l'’©quivalent de trois propositions d’©velopp’©es et qui peuvent ’étre pr’©sent’©es en locutions adjectives, participales, infinitives ou conditionnelles. Un exemple parmi d'autresÎ¾: ""Si quelqu'un lit, cela lui apprend ’¾ ’©crire."" Un autreÎ¾: ""Celui qui lit, devient celui qui ’©crit."" Mais dans la premi’åre forme condens’©e, un Chinois ’©criraitÎ¾: ""Lire d’©termine ’©crire.""Î¾Î *L'’©criture chinoise consid’©r’©e comme art po’©tique,* tr. fr. in *Mesures*, oct. 1937, NÎç 4, p. 135.",,XJPU8XK9,journalArticle,1937,"Fenollosa, Ernest Fransisco","Mesures, nÎç4",https://derridas-margins.princeton.edu/titles/170/,1 reference,1937,8/10/18 19:18,8/10/18 19:18,The Chinese Written Character as a Medium for Poetry,,,fr,,,translation
749,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/11a/,11,a,Epigraph,https://derridas-margins.princeton.edu/titles/235/,87,Book,"Celui qui brillera dans la science de l'’©criture brillera comme le soleil. Un scribe (EP, p. 87).",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
750,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136q/,136,q,Footnote,https://derridas-margins.princeton.edu/titles/235/,83,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
751,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/11b/,11,b,Epigraph,https://derridas-margins.princeton.edu/titles/235/,87,Book,"O Samas (dieu du soleil), tu scrutes de ta lumi’åre la totalit’© des pays comme si c'’©tait des signes cun’©iformes (*ibid.*).",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
752,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/130a/,130,a,Citation,https://derridas-margins.princeton.edu/titles/235/,74,Book,Et R. Labat montre qu'il est impossible ici de comprendre le syst’åme sans passer par son histoire.,,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
753,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136n/,136,n,Footnote,https://derridas-margins.princeton.edu/titles/235/,77,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
754,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136o/,136,o,Footnote,https://derridas-margins.princeton.edu/titles/235/,78,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
755,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136p/,136,p,Footnote,https://derridas-margins.princeton.edu/titles/235/,82,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,RTWDU7XJ,bookSection,1963,"Labat, Ren’©",L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/titles/235/,7 references,1963,8/10/18 19:17,8/10/18 19:17,L'’©criture cun’©iforme et la civilisation m’©sopotamienne,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,
756,L'’©criture de l'enfant,https://derridas-margins.princeton.edu/references/de-la-grammatologie/129a/,129,a,Footnote,https://derridas-margins.princeton.edu/titles/37/,,Book,"Cf. aussi Ajuriaguerra, Coumes, Denner, Lavonde-Monod, Perron, Stambak, *L'’©criture de l'enfant*, 1964.",,RMB9TKDN,book,1964,"Ajuriaguerra, Juli’n de; Coumes, F.; Denner, Anne; Lavonde-Monod, Vivette; Perron, Roger; Stambak, Mira",,https://derridas-margins.princeton.edu/titles/37/,1 reference,1964,8/10/18 19:17,8/10/18 19:17,L'’©criture de l'enfant,,,fr,,,
757,L'’©criture et la diff’©rence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/122e/,122,e,Footnote,https://derridas-margins.princeton.edu/titles/11/,,Book,,,MEFAAS8Z,book,1967,"Derrida, Jacques",,https://derridas-margins.princeton.edu/titles/11/,5 references 25 pages with documented annotations,1967,8/10/18 19:17,8/10/18 19:17,L'’©criture et la diff’©rence,Seuil,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c7224,annotated; extant; has insertions; digital edition
758,L'’©criture et la diff’©rence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/95e/,95,e,Footnote,https://derridas-margins.princeton.edu/titles/11/,,Book,"Nous avons tent’© de ce point de vue une lecture de Freud (*Freud et la sc’åne de l'’©criture*, in *L'’©criture et la diff’©rence*). Elle met en ’©vidence la communication entre le concept de trace et la structure du ÎâÎ¾’¾-retardementÎ¾Î dont nous parlions plus haut.",,MEFAAS8Z,book,1967,"Derrida, Jacques",,https://derridas-margins.princeton.edu/titles/11/,5 references 25 pages with documented annotations,1967,8/10/18 19:17,8/10/18 19:17,L'’©criture et la diff’©rence,Seuil,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c7224,annotated; extant; has insertions; digital edition
759,L'’©criture et la diff’©rence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/122d/,122,d,Footnote,https://derridas-margins.princeton.edu/titles/11/,,Book,"Nous renvoyons aussi ’¾ l'Î¾*Eloge de la main* de H. Focillon et au livre de Jean Brun, *La main et l'esprit*. Dans un contexte tout diff’©rent, nous avions d’©sign’© ailleurs l'*’©poque* de l'’©criture comme la *suspension* de l'*’étre-debout (Force et signification* et *La parole souffl’©e* in *L'’©criture et la diff’©rence*).",,MEFAAS8Z,book,1967,"Derrida, Jacques",,https://derridas-margins.princeton.edu/titles/11/,5 references 25 pages with documented annotations,1967,8/10/18 19:17,8/10/18 19:17,L'’©criture et la diff’©rence,Seuil,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c7224,annotated; extant; has insertions; digital edition
760,L'’©criture et la diff’©rence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/40b/,40,b,Footnote,https://derridas-margins.princeton.edu/titles/11/,,Book,,,MEFAAS8Z,book,1967,"Derrida, Jacques",,https://derridas-margins.princeton.edu/titles/11/,5 references 25 pages with documented annotations,1967,8/10/18 19:17,8/10/18 19:17,L'’©criture et la diff’©rence,Seuil,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c7224,annotated; extant; has insertions; digital edition
761,L'’©criture et la diff’©rence,https://derridas-margins.princeton.edu/references/de-la-grammatologie/98b/,98,b,Footnote,https://derridas-margins.princeton.edu/titles/11/,,Book,"Cf. notamment *La trace de l'autre* in *Tijdscrift voor filosofie*, sept. 1963, et notre essai *Violence et m’©taphysique, sur la pens’©e d'E. Levinas*, in *L'’©criture et la diff’©rence*.",,MEFAAS8Z,book,1967,"Derrida, Jacques",,https://derridas-margins.princeton.edu/titles/11/,5 references 25 pages with documented annotations,1967,8/10/18 19:17,8/10/18 19:17,L'’©criture et la diff’©rence,Seuil,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c7224,annotated; extant; has insertions; digital edition
762,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/136x/,136,x,Footnote,https://derridas-margins.princeton.edu/titles/2/,335-359,Book,"Nous ne pouvons naturellement songer ’¾ d’©crire ici la masse infinie du contenu factuel que nous intitulons dans ce paragraphe. ’— titre indicatif et pr’©liminaire, nous renvoyons aux travaux suivants qui comportent tous une importante bibliographie : J. F’©vrier, M. Granet, M. Cohen, M. V.-David, *op. cit.* Cf. aussi A. M’©traux, art. cit’©, EP, p. 19 (voir l'intervention de G. Dieterlen, p. 19 et de M. Cohen, p. 27) ; J. Gernet, art. cit’©, pp. 29, 33, 37, 38, 39, 43 ; J. Sainte Fare Garnot, *Les hi’©roglyphes, l'’©volution des ’©critures ’©gyptiennes, EP, pp. 57, 68, 70 ; R. Labat, art. cit’©, pp. 77, 78, 82, 83 ; O. Masson, *La civilisation ’©g’©enne, Les ’©critures cr’©toises et myc’©niennes*, EP, p. 99. E. Laroche, *L'Asie mineure, les Hittites, peuple ’¾ double ’©criture*, EP, pp. 105-111, 113. M. Rodinson, *Les s’©mites et l'alphabet, Les ’©critures sud-arabiques et ’©thiopiennes,* EP, pp. 136 ’¾ 145. J. Filliozat, *Les ’©critures indiennes. Le monde indien et son syst’åme graphique,* EP. p. 148. H. L’©vy-Bruhl, *L'’©criture et le droit*, EP, pp. 325-333. Voir aussi EP, *Confrontations et conclusions*, p. 335 sq.",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
763,L'Ecriture et la psychologie des peuples: actes de colloque,https://derridas-margins.princeton.edu/references/de-la-grammatologie/106b/,106,b,Footnote,https://derridas-margins.princeton.edu/titles/2/,,Book,"M. V.-David leur a consacr’© une ’©tude dans *Critique*, juin 1960.",,IRMDFHXN,book,1963,,,https://derridas-margins.princeton.edu/titles/2/,12 references 52 pages with documented annotations,1963,8/10/18 19:17,8/10/18 19:17,L'Ecriture et la psychologie des peuples: actes de colloque,Armand Colin,Paris,fr,Princeton University Library,http://findingaids.princeton.edu/collections/RBD1.1/c13577,annotated; extant; has insertions; digital edition
