book_title,page,page_location,ref_type,book_id,book_page,book_type,anchor_text,Item_Type,Publication_Year,Author,Language,avg_pos_EL
Essai sur l'origine des langues,374,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ÎâÎ¾Un homme sauvage en rencontrant d'autres se sera d'abord effray’©. Sa frayeur lui aura fait voir ces hommes plus grands et plus forts que lui-m’émeÎ¾; il leur aura donn’© le nom de g’©ants. Apr’ås beaucoup d'exp’©riences, il aura reconnu que ces pr’©tendus *g’©ants* n'’©tant ni plus grands ni plus forts que lui, leur stature ne convenait point ’¾ l'id’©e qu'il avait d'abord attach’©e au mot de g’©ant. Il inventera donc un autre nom commun ’¾ eux et ’¾ lui, tel par exemple que le nom d'*homme*, et laissera celui de *g’©ant* ’¾ l'objet faux qui l'avait frapp’© durant son illusion. Voil’¾ comment le mot figur’©
na’Ât avant le mot propre, lorsque la passion nous fascine les yeux, et que la premi’åre id’©e qu'elle nous offre n'est pas
celle de la v’©rit’©. Ce que j'ai dit des mots et des noms est sans difficult’© pour les tours de phrases. L'image illusoire offerte par la passion se montrant la premi’åre, le langage qui lui r’©pondait fut aussi le premier invent’©Î¾; il devint ensuite m’©taphorique, quand l'esprit ’©clair’©, reconnaissant sa premi’åre erreur, n'en employa les expressions que dans les m’émes passions qui l'avaient produite.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,397,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ÎâÎ¾Vivant ’©pars et presque sans soci’©t’©, ’¾ peine parlaient-ilsÎ¾: comment pouvaient-ils ’©crireÎ¾?Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,317,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ÎâÎ¾Voil’¾ donc l'institution des signes sensible pour exprimer la pens’©e. Les inventeurs du langage ne firent pas ce raisonnement, mais l'instinct leur en sugg’©ra la cons’©quence.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,337,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ce qui lui manque, c'est, comme le disait *l'Essai*, nous nous en souvenons, ÎâÎ¾une facult’© propre ’¾ l'homme, qui lui fait employer ses organes ’¾ cet usage, et qui, si ceux-l’¾ lui manquaient, lui en ferait employer d'autres ’¾ la m’éme finÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,327,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Cela sera plus loin confirm’© lorsque l'’©criture hi’©roglyphique sera d’©finie une ÎâÎ¾langue passionn’©eÎ¾Î. Et pourtant, si ÎâÎ¾les sons n'ont jamais plus d'’©nergie que quand ils font l'effet des couleursÎ¾Î, ce n'est pas la couleur ou l'espace en eux
qui s'adresse ’¾ la passion. Rousseau renverse alors brusquement l'ordre de la d’©monstrationÎ¾: seule la parole a pouvoir
d'exprimer ou d'exciter la passion.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,11,c,Epigraph,https://derridas-margins.princeton.edu/titles/60/,,Book,Ces trois mani’åres d'’©crire r’©pondent assez exactement aux trois divers ’©tats sous lesquels on peut consid’©rer les hommes rassembl’©s en nation. La peinture des objets convient aux peuples sauvagesÎ¾; les signes des mots et des propositions aux peuples barbaresÎ¾; et l'alphabet aux peuples polic’©s.,NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,257,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Cet animal, soulignons-le, ÎâÎ¾’©tait pr’ét ’¾ faire aux autres tout le mal qu'il *craignait* d'eux. *La crainte et la faiblesse sont les sources de la cruaut’©*.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,251,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,27,Book,Cette affirmation qui sera sans cesse r’©p’©t’©e ouvre d’©j’¾ *l'Essai*Î¾:Î¾Îâ La parole distingue l'homme entre les animaux.Î¾Î,NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,275,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans ce sevrage de la voix de parole, un ÎâÎ¾nouvel objetÎ¾Î vient usurper et suppl’©er ’¾ la fois les ÎâÎ¾traits maternelsÎ¾Î. Ce qui en souffre alors, c'est l'Î¾ÎâÎ¾accent oralÎ¾Î. La musique se trouve ainsi ÎâÎ¾priv’©e de ses effetsÎ¾Î propres, c'est-’¾-dire naturels et morauxÎ¾:Î¾ÎâÎ¾La m’©lodie ’©tant *oubli’©e*, et l'attention du musicien s'’©tant tourn’©e enti’årement vers l'harmonie, tout se dirigea peu ’¾ peu sur ce *nouvel objet*Î¾; les genres, les modes, la gamme, tout re’_ut des faces nouvellesÎ¾: ce furent les successions harmoniques qui r’©gl’årent la marche des parties. Cette marche ayant *usurp’© le nom* de m’©lodie, on ne put reconna’Âtre dans cette nouvelle m’©lodie les *traits de sa m’åre*Î¾; et notre syst’åme musical ’©tant ainsi devenu, *par degr’©s*, purement harmonique, il n'est pas ’©tonnant que *l'accent oral* en ait *souffert*, et que la musique ait perdu pour nous presque toute son *’©nergie*. Voil’¾ comment le chant devint, *par degr’©s*, un art enti’årement *s’©par’©* de la parole, dont il tire son origineÎ¾; comment les harmoniques des sons firent *oublier* les inflexions de la voixÎ¾; et comment enfin, born’©e ’¾ l'effet purement physique du concours des vibrations, la musique se trouva *priv’©e* des effets moraux qu'elle avait produits quand elle ’©tait *doublement la voix de la nature*.Î¾Î (Nous soulignons.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,307,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans l'ordre *normal* de l'origine (au sud), la proposition du chapitre II (*Que la premi’åre invention de la parole ne vient pas des besoins, mais des passions* et ÎâÎ¾l'effet naturel des premiers besoins fut d'’©carter les hommes et non de les rapprocherÎ¾Î) a une valeur absolument g’©n’©rale.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,359,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans la note de *l'Essai*, cette loi n'est ’©videmment pas justifi’©e. Elle ne doit pas s'expliquer par la circulation sociale et
l'’©conomie des lois de parent’©, par ÎâÎ¾la liaison qu'elle forme entre les famillesÎ¾Î :Î¾tout cela suppose l'interdit mais n'en
rend pas compte.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,267,a,Footnote,https://derridas-margins.princeton.edu/titles/60/,29-30,Book,"Dans la premi’åre r’©daction, Rousseau consid’©rait comme tr’ås probable qu'Hom’åre ne connaissait pas l'’©criture (pp. 29-30 du mss.).",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,363,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans une cha’Âne sans fin de repr’©sentations, le d’©sir porte la mort par le d’©tour de l'’©criture. ÎâÎ¾La femme de Proetos, la divine Ant’©e, avait con’_u un d’©sir furieux de s'unir ’¾ lui [Bell’©rophon, fils de Glaucus] dans des amours furtives.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,405,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Elle gagne en universalit’©, elle favorise donc le commerce et rend la ÎâÎ¾communication plus facile avec d'autres peuples parlant d'autres languesÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,397,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"En disant ainsi que ÎâÎ¾la peinture des objets convient aux peuples sauvagesÎ¾; les signes des mots et des propositions, aux peuples barbaresÎ¾; et l'alphabet aux peuples polic’©sÎ¾Î, on ne manque pas au principe structural, on le confirme au contraire.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,267,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,29-30,Book,"En relisant son texte, il a barr’© ce passage et ajout’© en margeÎ¾: Îâ N.B. Ceci est une b’étise qu'il faut ’‚ter, puisque l'histoire de Bell’©rophon, dans *l'Iliade* m’éme, prouve que l'art d'’©crire ’©tait en usage du temps de l'auteur, mais cela n'emp’écherait pas que son ouvrage ne f’t chant’© plut’‚t qu'’©critÎ¾Î. (Note de Masson. L'examen du manuscrit nous a paru moins f’©cond que ne le laisse ici entendre Masson.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,302,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Et lorsque le chapitre VIII de *l'Essai* annonce ainsi les consid’©rations sur les diff’©rencesÎ¾:Î¾ÎâÎ¾T’¢chons de suivre dans nos recherches l'ordre m’éme de la nature. J'entre dans une longue digression sur un sujet si rebattu qu'il en est trivial, mais auquel il faut toujours revenir, malgr’© qu'on en ait, pour trouver l'origine des institutions humainesÎ¾Î, on peut imaginer ici la situation d'une longue note appel’©e par ce passage du *Discours* (Rousseau vient d'expliquer que ÎâÎ¾les passions ’¾ leur tour tirent leur origine de nos besoinsÎ¾Î)Î¾:",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,294,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Et Rousseau prolonge encore le discours imaginaire de cet ’©tranger qui n'est en somme que le correspondant Š—” ’©tranger et th’©oricien de la peinture Š—” d'un musicien et musicographe fran’_ais, l'analogue de RameauÎ¾:Î¾ÎâÎ¾Les peintres fran’_ais, continuerait-il, ont peut-’étre observ’© l'arc-en-cielÎ¾; ils ont pu recevoir de la nature quelque go’t de nuance et quelque instinct de coloris. Moi, je vous ai montr’© les grands, les vrais principes de l'art. Que dis-je de l'artÎ¾! de tous les arts, messieurs, de toutes les sciences. L'analyse des couleurs, le calcul des r’©fractions du prisme vous donnent les
seuls rapport exacts qui soient dans la nature, la r’ågle de tous les rapports. Or, tout dans l'univers n'est que rapport. On sait donc tout quand on sait peindreÎ¾; on sait tout quand on sait assortir des couleurs.
   Que dirions-nous du peintre assez d’©pourvu de sentiment et de go’t pour raisonner de la sorte, et borner stupidement au physique de son art le plaisir que nous fait la peintureÎ¾? Que dirions-nous du musicien qui, plein de pr’©jug’©s semblables, croirait voir dans la seule harmonie la source des grands effets de la musiqueÎ¾? Nous enverrions le premier mettre en couleur des boiseries, et nous condamnerions l'autre ’¾ faire des op’©ras fran’_ais.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,355,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Il y a certes une exp’©rience du temps, mais d'un temps de pr’©sence pure, ne donnant lieu ni au calcul, ni ’¾ la r’©flexion, ni ’¾ la comparaisonÎ¾: ÎâÎ¾’¢ge heureux o’_ rien ne marquait les heuresÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,322,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"L'amour ÎâÎ¾put aussi inventer la parole, mais moins heureusement. Peu content d'elle, il la d’©daigneÎ¾: il a des mani’åres plus vives de s'exprimer. Que celle qui tra’_ait avec tant de plaisir l'ombre de son amant lui disait de chosesÎ¾! Quels sons e’t-elle employ’©s pour rendre ce mouvement de baguetteÎ¾?Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,262,a,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"L'unit’© litt’©rale de cette doctrine de la piti’© se confirme encore si l'on met c’‚te ’¾ c’‚te ces quatre passagesÎ¾:Î¾ÎâÎ¾La piti’©, bien
que naturelle au c–ur de l'homme, resterait ’©ternellement inactive sans l'imagination qui la met en jeu. Comment nous laissons-nous ’©mouvoir ’¾ la piti’©Î¾? En nous transportant hors de nous-m’émeÎ¾; en nous identifiant avec l'’étre souffrant. Nous ne souffrons qu'autant que nous jugeons qu'il souffreÎ¾; ce n'est pas dans nous, c'est dans lui que nous souffrons. Î (*Essai*).",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,343,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le barbare de *l'Essai* a une famille, une cabane et une langue, m’éme si elle se r’©duit au ÎâÎ¾geste et ’¾ quelques sons inarticul’©sÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,300,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le chapitre VIII, ÎâÎ¾Diff’©rence g’©n’©rale et locale dans l'origine des languesÎ¾Î, se pr’©sente ainsiÎ¾:Î¾ÎâÎ¾Tout ce que j'ai dit jusqu'ici convient aux langues primitives en g’©n’©ral, et aux progr’ås qui r’©sultent de leur dur’©e, mais n'explique ni leur origine, ni leurs diff’©rences.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,294,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le chapitre XIII ÎâÎ¾De la m’©lodieÎ¾Î est presque enti’årement consacr’© ’¾ la peinture. Nous devons citer in extenso cette
remarquable page. L'ironie peut s'en laisser commenter aujourd'hui plus que jamais dans bien des sensÎ¾:Î¾ÎâÎ¾Supposez un pays o’_ l'on n'aurait aucune id’©e du dessin, mais o’_ beaucoup de gens, passant leur vie ’¾ combiner, m’éler, nuer des couleurs, croiraient exceller en peinture. Ces gens-l’¾ raisonneraient de la n’‚tre pr’©cis’©ment comme nous faisons de la musique des Grecs. Quand on leur parlerait de l'’©motion que nous causent de beaux tableaux et du charme de s'attendrir devant un sujet path’©tique, leurs savants approfondiraient aussit’‚t la mati’åre, compareraient leurs couleurs
aux n’‚tres, examineraient si notre vert est plus tendre, ou notre rouge plus ’©clatantÎ¾; ils chercheraient quels accords de couleur peuvent faire pleurer, quels autres peuvent mettre en col’åreÎ¾; les Burettes de ce pays-l’¾ rassembleraient sur des guenilles quelques lambeaux d’©figur’©s de nos tableauxÎ¾; puis on se demanderait avec surprise ce qu'il y a de si merveilleux dans ce coloris. 
   Que si, dans quelque nation voisine, on commen’_ait ’¾ former quelque trait, quelque ’©bauche de dessin, quelque figure encore imparfaite, tout cela passerait pour du barbouillage, pour une peinture
capricieuse et baroqueÎ¾; et l'on s'en tiendrait, pour conserver le go’t, ’¾ ce beau simple, qui v’©ritablement n'exprime rien, mais qui fait briller de belles nuances, de grandes plaques bien color’©es, de longues d’©gradations de teintes sans aucun trait. 
   Enfin, peut-’étre, ’¾ force de progr’ås, on en viendrait ’¾ l'exp’©rience du prisme. Aussit’‚t quelque artiste c’©l’åbre ’©tablirait l’¾-dessus un beau syst’åme. Messieurs, leur dirait-il, pour bien philosopher, il faut remonter aux causes physiques. Voil’¾ la d’©composition de la lumi’åreÎ¾; voil’¾ toutes les couleurs primitivesÎ¾; voil’¾ leurs rapports, leurs proportions, voil’¾ les vrais principes du plaisir que vous fait la peinture. Tous ces mots myst’©rieux de dessin, de repr’©sentation, de figure, sont une pure charlatanerie des peintres fran’_ais, qui, par leurs imitations, pensent donner je ne sais quels mouvements ’¾ l'’¢me, tandis qu'on sait qu'il n'y a que des sensations. On vous dit des merveilles de leurs tableauxÎ¾; mais voyez mes teintes.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,319,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le premier chapitre exalte la langue sans voix, celle du regard et du geste (que Rousseau distingue de notre gesticulation)Î¾:Î¾ÎâÎ¾Ainsi l'on parle aux yeux bien mieux qu'aux oreilles.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,363,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le roi, repr’©sentant le d’©sir d'Ant’©e, n'ose tuer de sa main. Il ose ’©crire et diff’©rant le meurtre, il trace de sa main, ÎâÎ¾sur des tablettes repli’©es en elles-m’émesÎ¾Î des ÎâÎ¾traits meurtriersÎ¾Î. Il envoie Bell’©rophon en Lycie, lui confiant ces ÎâÎ¾signes funestesÎ¾Î. A la lecture de ce message, illisible pour Bell’©rophon, le beau-p’åre de Proetos, r’©gnant sur la Lycie, devra comprendre qu'il s'agit de mettre ’¾ mort le porteur des ÎâÎ¾traitsÎ¾Î. A son tour, il diff’åre le meurtre, envoie Bell’©rophon s'exposer ’¾ la mort en tuant la Chim’åre invincible ou les fameux Solymes, il lui tend des embuscades.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,352,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Les d’©luges, les tremblements de terre, les ’©ruptions de volcans, les incendies ont sans doute effray’© les sauvages mais les ont ensuite rassembl’©s ÎâÎ¾pour r’©parer en commun les pertes communesÎ¾Î. Voil’¾ ÎâÎ¾de quels instruments se servit la Providence pour forcer les humains ’¾ se rapprocherÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,152,b,Epigraph,https://derridas-margins.princeton.edu/titles/60/,,Book,Mais comment distinguer par ’©crit un homme qu'on nomme d'un homme qu'on appelleÎ¾? C'est l’¾ vraiment une ’©quivoque qu'e’t lev’©e le point vocatif.,NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,328,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Mais ma passivit’© et ma passion sont tout offertes aux ÎâÎ¾accents auxquels on ne peut d’©rober son organeÎ¾Î, qui ÎâÎ¾p’©n’åtrent par lui jusqu'au fond du c–ur, y portent malgr’© nous les mouvements qui les arrachentÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,346,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Mais, parmi les ÎâÎ¾trois ’©tats de l'homme consid’©r’© par rapport ’¾ la soci’©t’©Î¾Î (ch. IX)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,363,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"N'y parvenant point, elle menace son mariÎ¾: ÎâÎ¾Je te voue ’¾ la mort, Proetos, si tu ne tues Bell’©rophon, qui voulait s'unir d'amour ’¾ moi, malgr’© moi.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,344,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,On peut en effet lui objecter qu'Î¾ÎâÎ¾on trouve l'agriculture en grand d’ås le temps des patriarchesÎ¾Î.,NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,346,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ou les ÎâÎ¾trois divers ’©tats sous lesquels on peut consid’©rer les hommes rassembl’©s en nationÎ¾Î (ch. V), le dernier seul marque l'acc’ås de l'homme ’¾ lui-m’éme dans la soci’©t’©.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,314,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Pour comprendre comment op’årent les ÎâÎ¾articulations, qui sont de conventionÎ¾Î (chap. IV), nous devons traverser une fois de plus le probl’åme du concept de nature.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,309,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Pour lutter contre la mort, l'homme du nord meurt un peu plus t’‚t et ÎâÎ¾le peuple sait... que les hommes du nord, non plus que les cygnes, ne meurent pas en chantantÎ¾Î. (Ch. XIV.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,251,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,41,Book,"Premiers mots du chapitre IIÎ¾:Î¾Îâ Il est donc ’¾ croire que les besoins dict’årent les premiers gestes, et que les premi’åres passions arrach’årent les premi’åres voix.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,274,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Quand il entreprend d'expliquer *comment la musique a d’©g’©n’©r’©* (chapitre XIX), Rousseau rappelle la malheureuse histoire de la langue et de son d’©sastreux ÎâÎ¾perfectionnementÎ¾ÎÎ¾:Î¾ÎâÎ¾A mesure que la langue se perfectionnait, la m’©lodie, en s'imposant de nouvelles r’ågles, *perdait* insensiblement de son ancienne *’©nergie*, et le *calcul des intervalles fut substitu’© ’¾ la finesse des inflexions*.Î¾ÎÎ¾(Nous soulignons.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,363,e,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rien n'y fait. Il finit par lui donner sa fille. Plus tard, Bell’©rophon cesse d'’étre aim’© des dieux et il va seul, ÎâÎ¾errant par
la plaine Ak’©ienne, rongeant son c–ur et fuyant la route des hommesÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,28,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau r’©p’åte le geste platonicien en se r’©f’©rant maintenant ’¾ un autre mod’åle de la pr’©senceÎ¾: pr’©sence ’¾ soi dans le sentiment, dnas le cogito sensible qui porte simultan’©ment en soi l'inscription de la loi divine. D'un c’‚t’©, l'’©criture repr’©sentative, d’©chue, seconde, institu’©e, l'’©criture au sense propre et ’©troit, est condamn’©e dans *L'essai sur l'origine des langues* (elle ÎâÎ¾’©nerveÎ¾Î la paroleÎ¾; ÎâÎ¾juger du g’©nieÎ¾Î par les livres, c'est ÎâÎ¾vouloir peindre un homme sur son cadavreÎ¾Î, etc.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,28,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau r’©p’åte le geste platonicien en se r’©f’©rant maintenant ’¾ un autre mod’åle de la pr’©senceÎ¾: pr’©sence ’¾ soi dans le sentiment, dnas le cogito sensible qui porte simultan’©ment en soi l'inscription de la loi divine. D'un c’‚t’©, l'’©criture repr’©sentative, d’©chue, seconde, institu’©e, l'’©criture au sense propre et ’©troit, est condamn’©e dans *L'essai sur l'origine des langues* (elle ÎâÎ¾’©nerveÎ¾Î la paroleÎ¾; ÎâÎ¾juger du g’©nieÎ¾Î par les livres, c'est ÎâÎ¾vouloir peindre un homme sur son cadavreÎ¾Î, etc.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,28,d,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau r’©p’åte le geste platonicien en se r’©f’©rant maintenant ’¾ un autre mod’åle de la pr’©senceÎ¾: pr’©sence ’¾ soi dans le sentiment, dnas le cogito sensible qui porte simultan’©ment en soi l'inscription de la loi divine. D'un c’‚t’©, l'’©criture repr’©sentative, d’©chue, seconde, institu’©e, l'’©criture au sense propre et ’©troit, est condamn’©e dans *L'essai sur l'origine des langues* (elle ÎâÎ¾’©nerveÎ¾Î la paroleÎ¾; ÎâÎ¾juger du g’©nieÎ¾Î par les livres, c'est ÎâÎ¾vouloir peindre un homme sur son cadavreÎ¾Î, etc.)",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,309,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,Rousseau ajoute en note ÎâÎ¾Le turc est une langue septentrionale.Î¾Î,NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,316,e,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau ajoute en noteÎ¾:Î¾ÎâÎ¾J'appelle les premiers temps ceux de la dispersion des hommes, ’¾ quelque ’¢ge du genre humain qu'on veuille en fixer l'’©poque.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,394,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau distingue en effet entre deux pictographies. L'une proc’©derait *directement* et l'autre *all’©goriquement*, ÎâÎ¾soit directement comme faisaient les Mexicains, soit par des figures all’©goriques, comme firent autrefois les Egyptiens.Î¾Î Et lorsqu'il encha’Âne ainsiÎ¾: ÎâÎ¾Cet ’©tat r’©pond ’¾ la langue passionn’©e, et suppose d’©j’¾ quelque soci’©t’© et des besoins que les passions ont fait na’ÂtreÎ¾Î, il ne d’©signe vraisemblablement pas le seul ’©tat ÎâÎ¾’©gyptienÎ¾Î ou ÎâÎ¾all’©goriqueÎ¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,347,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau pr’©cise en noteÎ¾:Î¾ÎâÎ¾Il est inconcevable ’¾ quel point l'homme est naturellement paresseux. On dirait qu'il ne vit
que pour dormir, v’©g’©ter, rester immobileÎ¾; ’¾ peine peut-il se r’©soudre ’¾ se donner les mouvements n’©cessaires pour s'emp’écher de mourir de faim. Rien ne maintient tant les sauvages dans l'amour de leur ’©tat que cette d’©licieuse indolence. Les passions qui rendent l'homme inquiet, pr’©voyant, actif, ne naissent que dans la soci’©t’©. Ne rien faire est la premi’åre et plus forte passion de l'homme apr’ås celle de se conserver. Si l'on y regardait bien, l'on verrait que, m’éme parmi nous, c'est pour parvenir au repos que chacun travaille, c'est encore la paresse qui nous rend laborieux.Î¾Î",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,284,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau tient ’¾ condamner sans appel le vice de gourmandise. On pourra se demander pourquoiÎ¾:Î¾ÎâÎ¾Je ne connais qu'un sens aux affections duquel rien de moral ne se m’éleÎ¾: c'est le go’t. Aussi la gourmandise n'est-elle jamais le vice dominant que des gens qui ne sentent rienÎ¾Î (*ibid*). ÎâÎ¾Qui ne sentent rienÎ¾Î veut dire ici, bien entendu, ÎâÎ¾qui ne font que sentirÎ¾Î, qui n'ont que des sensations in’©duqu’©es, incultes.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,364,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau tient compte du fait mais, ÎâÎ¾obstin’© dans [mes] paradoxesÎ¾Î, il se dit tent’© d'accuser les ÎâÎ¾compilateurs d'Hom’åreÎ¾Î. N'ont-ils pas ’©crit cette histoire d'’©criture apr’ås coup, l'introduisant violemment dans des ÎâÎ¾po’åmes qui rest’årent longtemps ’©crits seulement dans la m’©moire des hommesÎ¾?Î¾Î.",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
Essai sur l'origine des langues,316,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Tel qu'il est ’©voqu’© dans *l'Essai*, l'’¢ge des cabanes est beaucoup plus proche du pur ’©tat de nature. Parlant des ÎâÎ¾premiers tempsÎ¾Î, ÎâÎ¾lorsque les hommes ’©pars sur la face de la terre n'avaient de soci’©t’© que celle de la famille, de lois que celles de la nature, de langue que le geste et quelques sons inarticul’©sÎ¾Î,",NA,1781,"Rousseau, Jean-Jacques",NA,313.4969325
